last_name,first_name,employer,billed_amount,payment_amount,invoice_date,last_payment_date,city,state,zip_code
Hettinger,Rachael,LuthorCorp,606.6,799.9,"Sat, 7 Jan 2012 00:00:00 +0000","Mon, 15 Feb 2010 00:00:00 +0000",Tampa,FL,33606
Mante,Margarita,Strickland Propane,901.2,601.3,"Sun, 5 Feb 2012 00:00:00 +0000","Tue, 7 Dec 2010 00:00:00 +0000",Tampa,FL,33606
Grimes,Maiya,Sample Company,297.8,479.3,"Sat, 22 Jan 2011 00:00:00 +0000","Sat, 30 Jan 2010 00:00:00 +0000",Amelia Island,FL,32034
Heathcote,Milo,Praxis Corporation,402.1,320.9,"Tue, 31 May 2011 00:00:00 +0000","Wed, 11 May 2011 00:00:00 +0000",Fort Myers,FL,33907
Gerlach,Lindsay,Demo Company,55.8,269.5,"Tue, 2 Aug 2011 00:00:00 +0000","Thu, 16 Jun 2011 00:00:00 +0000",Marianna,FL,32446
Braun,Betsy,Gringotts,876.4,837.6,"Tue, 31 Aug 2010 00:00:00 +0000","Thu, 27 May 2010 00:00:00 +0000",Melbourne,FL,32940
Oberbrunner,Sydnee,QWERTY Logistics,681.9,350.7,"Tue, 31 Jan 2012 00:00:00 +0000","Mon, 16 Jan 2012 00:00:00 +0000",Tampa,FL,33606
Grimes,Mara,Acme Corp,130.5,494.4,"Sun, 28 Aug 2011 00:00:00 +0000","Sun, 26 Jun 2011 00:00:00 +0000",Miami,FL,33173
Kihn,Vance,"Acme, inc.",156.8,970.2,"Tue, 4 Oct 2011 00:00:00 +0000","Tue, 2 Mar 2010 00:00:00 +0000",Boca Raton,FL,33486
Stokes,Shaniya,Western Gas & Electric,187.6,245.8,"Sun, 14 Nov 2010 00:00:00 +0000","Wed, 21 Jul 2010 00:00:00 +0000",Jacksonville,FL,32209
Parker,Jody,Bluth Company,364.3,644.6,"Sun, 22 May 2011 00:00:00 +0000","Mon, 24 May 2010 00:00:00 +0000",Tallahassee,FL,32308
Renner,Chelsie,Sombra Corporation,453.8,636.6,"Mon, 7 Jun 2010 00:00:00 +0000","Sat, 15 May 2010 00:00:00 +0000",Ft Myers,FL,33901
Walter,Mckenna,Acme Corp,776.9,829.8,"Mon, 4 Jan 2010 00:00:00 +0000","Sun, 3 Jan 2010 00:00:00 +0000",Naples,FL,34110
Hayes,Anthony,Demo Company,504.5,233.0,"Wed, 12 May 2010 00:00:00 +0000","Wed, 12 May 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Feil,Eula,Wayne Enterprises,180.9,992.3,"Wed, 3 Aug 2011 00:00:00 +0000","Fri, 12 Mar 2010 00:00:00 +0000",Boca Raton,FL,33486
Beatty,Roberto,ZiffCorp,641.8,557.5,"Tue, 26 Jul 2011 00:00:00 +0000","Fri, 11 Jun 2010 00:00:00 +0000",Ft Myers,FL,33901
Yundt,Eldon,Acme Corp,245.3,739.8,"Fri, 26 Mar 2010 00:00:00 +0000","Wed, 13 Jan 2010 00:00:00 +0000",Marianna,FL,32446
Emard,Henderson,Fake Brothers,362.5,482.9,"Mon, 18 Jan 2010 00:00:00 +0000","Sat, 16 Jan 2010 00:00:00 +0000",Davie,FL,33331
Welch,Boyd,"Acme, inc.",858.6,666.0,"Sun, 19 Dec 2010 00:00:00 +0000","Sun, 15 Aug 2010 00:00:00 +0000",Englewood,FL,34223
Barton,Marcelo,ZiffCorp,737.6,507.0,"Wed, 17 Aug 2011 00:00:00 +0000","Tue, 28 Dec 2010 00:00:00 +0000",Tampa,FL,33606
Morissette,Ryley,Globex Corporation,251.9,347.5,"Wed, 20 Jul 2011 00:00:00 +0000","Tue, 6 Jul 2010 00:00:00 +0000",Miai,FL,33173
Heathcote,Kip,Water and Power,806.4,995.5,"Sat, 15 Jan 2011 00:00:00 +0000","Fri, 24 Dec 2010 00:00:00 +0000",Jacksonville,FL,32204
Mraz,Marta,Mr. Sparkle,634.1,409.4,"Tue, 17 Aug 2010 00:00:00 +0000","Tue, 6 Jul 2010 00:00:00 +0000",Palm Harbor,FL,34684
Heaney,Pink,Omni Consimer Products,211.7,95.5,"Sun, 25 Dec 2011 00:00:00 +0000","Mon, 22 Mar 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Jacobson,Cielo,ABC Telecom,184.2,421.9,"Sat, 8 May 2010 00:00:00 +0000","Mon, 5 Apr 2010 00:00:00 +0000",Fort Myers,FL,33907
Christiansen,Lindsey,QWERTY Logistics,722.9,230.3,"Fri, 29 Jan 2010 00:00:00 +0000","Mon, 25 Jan 2010 00:00:00 +0000",Naples,FL,34110
Nitzsche,Delilah,Mr. Sparkle,691.7,210.0,"Tue, 28 Feb 2012 00:00:00 +0000","Thu, 23 Sep 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Koelpin,Quincy,Wayne Enterprises,491.7,474.6,"Thu, 21 Jul 2011 00:00:00 +0000","Fri, 31 Dec 2010 00:00:00 +0000",Tampa,FL,33606
Green,Adell,LexCorp,629.5,152.9,"Sat, 25 Dec 2010 00:00:00 +0000","Thu, 7 Jan 2010 00:00:00 +0000",Pensacola,FL,32503
Mertz,Esta,Wentworth Industries,484.4,300.3,"Fri, 19 Nov 2010 00:00:00 +0000","Mon, 16 Aug 2010 00:00:00 +0000",Tallahassee,FL,32308
Zulauf,Bailee,Fake Brothers,51.1,797.9,"Fri, 15 Jul 2011 00:00:00 +0000","Sat, 19 Mar 2011 00:00:00 +0000",Miami,FL,33173
Lowe,Flavie,Globex Corporation,940.3,909.1,"Thu, 27 Jan 2011 00:00:00 +0000","Fri, 23 Apr 2010 00:00:00 +0000",Melbourne,FL,32940
Kuhn,Camila,Bluth Company,949.0,176.3,"Thu, 3 Jun 2010 00:00:00 +0000","Thu, 27 May 2010 00:00:00 +0000",Boca Raton,FL,33486
Hagenes,Jayde,Mammoth Pictures,844.2,257.4,"Fri, 23 Mar 2012 00:00:00 +0000","Wed, 21 Jul 2010 00:00:00 +0000",Miami,FL,33173
Wolff,Adam,Foo Bars,48.5,342.5,"Thu, 1 Mar 2012 00:00:00 +0000","Sun, 10 Jul 2011 00:00:00 +0000",Aventura,FL,33180
Huels,Adriel,North Central Positronics,205.4,300.6,"Sun, 15 Aug 2010 00:00:00 +0000","Wed, 17 Feb 2010 00:00:00 +0000",Melbourne,FL,32940
Cruickshank,Willis,Water and Power,961.3,762.5,"Fri, 14 Oct 2011 00:00:00 +0000","Thu, 5 Aug 2010 00:00:00 +0000",West Palm Beach,FL,33401
Mraz,Niko,Bluth Company,937.2,313.2,"Tue, 16 Aug 2011 00:00:00 +0000","Fri, 26 Nov 2010 00:00:00 +0000",Boca Raton,FL,33486
Reynolds,Tyrique,Mooby Corp,249.7,336.6,"Fri, 25 Jun 2010 00:00:00 +0000","Sat, 27 Mar 2010 00:00:00 +0000",Hollywood,FL,33021
Boyle,Sasha,Mr. Sparkle,754.0,896.6,"Mon, 15 Feb 2010 00:00:00 +0000","Fri, 1 Jan 2010 00:00:00 +0000",Jacksonville,FL,32216
Will,Sandy,Foo Bars,499.0,337.6,"Tue, 3 Apr 2012 00:00:00 +0000","Tue, 6 Apr 2010 00:00:00 +0000",Hollywood,FL,33021
Grant,Bill,Fake Brothers,710.0,921.4,"Sun, 1 Aug 2010 00:00:00 +0000","Fri, 5 Mar 2010 00:00:00 +0000",Englewood,FL,34223
Larson,Ruth,Praxis Corporation,127.3,741.5,"Mon, 24 Jan 2011 00:00:00 +0000","Wed, 18 Aug 2010 00:00:00 +0000",Melbourne,FL,32940
Mohr,Salma,Globex Corporation,245.4,509.0,"Wed, 7 Sep 2011 00:00:00 +0000","Wed, 25 May 2011 00:00:00 +0000",Jacksonville,FL,32209
Grady,Sigrid,Omni Consimer Products,852.3,68.7,"Thu, 9 Sep 2010 00:00:00 +0000","Sat, 10 Jul 2010 00:00:00 +0000",Miami,FL,33173
Ullrich,Fletcher,QWERTY Logistics,929.8,748.4,"Tue, 30 Mar 2010 00:00:00 +0000","Fri, 29 Jan 2010 00:00:00 +0000",Naples,FL,34110
Blanda,Isobel,LuthorCorp,179.2,537.6,"Sat, 30 Jan 2010 00:00:00 +0000","Wed, 20 Jan 2010 00:00:00 +0000",Palm Harbor,FL,34684
